1,CUST054,MORNING DEW,11701,single,TYP001,CLS001,Price1,VT,CASH,002-480-148-000,269 Sunset Drive Brookside Hills Subdivision,Cainta,Rizal,Philippines,1800,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST055,MS. ROSE TIONLOC,11701,single,TYP001,CLS001,Price1,VT,CASH,NULL,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST056,NEW FOOD COATINGS/NEWLY WEDS,11701,single,TYP001,CLS001,Price1,VT,CASH,215-011-229-000,"Unit A, 103 Excellence Avenue, Carmelray Industrial Park I, Canlubang",Calamba,Laguna,Philippines,4028,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST057,NORMAN BERNABE,11701,single,TYP001,CLS001,Price1,VT,CASH,NULL,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST058,RLAPIDS,11701,single,TYP001,CLS001,Price1,VT,CASH,NULL,"No. 1714 ECIDC Compound, East Service Road, Lawang Bato",Valenzuela City,Metro Manila,Philippines,1447,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST059,RON FIRE SYSTEMS INC,11701,single,TYP001,CLS001,Price1,VT,CASH,008-531-942-000,"Unit 705, 7th Floor, Asian Star Building, Asean Drive, Filinvest City, Alabang",Muntinlupa City,Metro Manila,Philippines,1781,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST060,RPOI INTERNATIONAL CORP,11701,single,TYP001,CLS001,Price1,VT,CASH,009-908-463-000,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST061,"SAFETY HOUSE, INC",11701,single,TYP001,CLS001,Price1,VT,CASH,005-176-306-000,"4166 Diego St., Purok 4, Mapulang Lupa, Valenzuela City.",Valenzuela City,Metro Manila,Philippines,1447,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST062,SAINT FRANCIS SCHOOL,11701,single,TYP002,CLS001,Price1,VT,CASH,NULL,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST063,SANKYOTATEYAMA,11701,single,TYP001,CLS001,Price1,VT,CASH,NULL,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST064,SAVOY HOTEL BORACAY,11701,single,TYP001,CLS001,Price1,VT,CASH,009-536-639-000,"New Coast Drive, Boracay Newcoast, Brgy. Yapak, Boracay Island",Boracay Island,Aklan,Philippines,5608,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST065,SAVOY HOTEL MANILA,11701,single,TYP001,CLS001,Price1,VT,CASH,009-911-782-000,Andrews Avenue,Newport City,Pasay City,Philippines,1309,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST066,SOFTEC,11701,single,TYP001,CLS001,Price1,VT,CASH,009-531-812-000,"Unit 2803 Raffles Corporate Center, F. Ortigas Jr. Road, Ortigas Center",Pasig City,Metro Manila,Philippines,1605,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST067,SOUTHPOLE,11701,single,TYP001,CLS001,Price1,VT,CASH,430-626-788-001,"SouthPole Central Hotel, Junquera St., Brgy. Kamagayan",Cebu City,Cebu,Philippines,6000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST068,SOUTHVILLE INTERNATIONAL SCHOOL AND COLLEGES,11701,single,TYP002,CLS001,Price1,VT,CASH,001-135-456-000,"1281 Tropical Avenue Corner Luxembourg Street, BF Homes International, Las Pinas",Las Pinas,Metro Manila,Philippines,1740,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST069,SQUIDPAY TECHNOLOGY INC,11701,single,TYP001,CLS001,Price1,VT,CASH,NULL,"2402-D West Tower, Philippine Stock Exchange Building, Ortigas",Pasig City,Metro Manila,Philippines,1605,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST070,SPLITMEDIA LABS,11701,single,TYP001,CLS001,Price1,VT,CASH,NULL,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST071,STRIKETECH CORP.,11701,single,TYP001,CLS001,Price1,VT,CASH,009-080-854-000,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST072,SUPPLY OILFIELD SERVICES INC.,11701,single,TYP001,CLS001,Price1,VT,CASH,NULL,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST073,"SYNLINK BUSINESS SOLUTIONS, INC / GICF",11701,single,TYP001,CLS001,Price1,VT,CASH,009-422-754-000,"34F Robinsons Equitable Tower, ADB Avenue, corner P. Poveda Road, Ortigas Center",Pasig City,Metro Manila,Philippines,1605,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST074,TECHNOGLOBAL,11701,single,TYP001,CLS001,Price1,VT,CASH,008-384-407-000,19th Floor Ecotower Building 32nd St Cor 9th Ave BGC,Taguig City,Metro Manila,Philippines,1630,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST075,TECHNOLUX,11701,single,TYP001,CLS001,Price1,VT,CASH,000-147-765-000,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST076,TOYOTA MANILA BAY,11701,single,TYP001,CLS001,Price1,VT,CASH,004-676-716-000,"Roxas Blvd., Cor. Edsa Extn., Pasay City",Pasay City,Metro Manila,Philippines,1308,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INACTIVE,NULL
1,CUST077,UNITEC,11701,single,TYP001,CLS001,Price1,VT,CASH,005-500-776-000,NULL,NULL,NULL,Philippines,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST078,WYNSUM/MERCURE,11701,single,TYP001,CLS001,Price1,VT,CASH,007-908-674-001,"45 San Miguel Ave., Ortigas Center",Pasig City,Metro Manila,Philippines,1600,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST079,GLORY,11701,single,TYP001,CLS001,Price1,NV,CASH,004-450-934-000,Lots 1 & 3  Blk 19 Phase 3 CEZ,Rosario,Cavite,Philippines,4106,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST080,HARUNA ,11701,single,TYP001,CLS001,Price1,NV,CASH,021-365-385-000,L4 B8 PHs Cavite Economic Zone,Rosario,Cavite,Philippines,4106,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST081,"IPLOY, INC",11701,single,TYP001,CLS001,Price1,NV,CASH,484-634-961-000,Unit A & F 11/F MSY Tower Cebu Business Park Hipodromo,Cebu City,Cebu,Philippines,6000,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST082,NAKAMURA,11701,single,TYP001,CLS001,Price1,NV,CASH,005-063-476-000,Lot No. 3 Block 3 Phase II Cavite Economic Zone,Rosario,Cavite,Philippines,4106,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST083,QIAGEN,11701,single,TYP001,CLS001,Price1,NV,CASH,009-805-854-000,"12F Cyber Sigma Bldg | Old Lawton Ave., McKinley West, Taguig City ",Taguig City,Metro Manila,Philippines,1634,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST084,TECHNOMOLVA,11701,single,TYP001,CLS001,Price1,NV,CASH,006-739-256-000,"Lot 15, Block 20, Phase 4 Cavite Economic Zone",Rosario,Cavite,Philippines,4106,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
1,CUST085,TORRES TECHNOLOGY,11701,single,TYP001,CLS001,Price1,NV,CASH,004-140-960-001,YTMI Realty Special Economic Zone Brgy. Makiling,Calamba City,Laguna,Philippines,4027,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACTIVE,NULL
